complaint_id,date_received,product,issue,regulation,company,company_size,state,submitted_via,consumer_consent,narrative,disputed_amount,company_response,timely_response,consumer_disputed
C3103919,2022-10-31,Checking or savings account,Problem with a lender or other company charging your account,REG_E,SUMMIT CARD SERVICES,mid,MI,Postal mail,Consent provided,a company debited my account after I revoked authorisation. nobody would escalate my case. I have called 6 times about this.,482.92,Closed with explanation,Yes,Yes
C3105713,2022-10-31,Credit card,"Other features, terms, or problems",REG_Z,HARBOR CREDIT UNION,mid,GA,Web,Consent provided,my credit limit was cut with no explanation. I have been given a different answer every time I call. the company closed my case without telling me.,8.65,Untimely response,No,Yes
C3106503,2022-10-31,Credit card,"Other features, terms, or problems",REG_Z,SUMMIT CARD SERVICES,mid,WA,Web,Consent provided,my account has been affected since 2022-09-16. nobody would escalate my case. a benefit I was promised at application does not exist.,79.83,Closed with explanation,Yes,Yes
C3108734,2022-10-31,Credit reporting,Incorrect information on your report,FCRA,SUMMIT CARD SERVICES,mid,MI,Web,Consent provided,I have kept records of every call. this is causing me real financial hardship. I am a customer of 9 years and this is how I am treated. the amount involved is $130.10. an account on my credit report is not mine. the furnisher verified the item without looking at my documents.,,Closed with explanation,Yes,Yes
C3100185,2022-11-01,Checking or savings account,Managing an account,REG_E,ATLAS FINANCIAL GROUP,large,MA,Referral,Consent provided,the company acknowledged the problem on the phone but not in writing. I received a letter that did not address what I asked. I could not get into online banking for days. the account was closed while a dispute was still open. my account has been affected since 2022-09-10. my direct deposit went to the wrong account.,228.36,Closed with monetary relief,Yes,No
C3103416,2022-11-01,Debt collection,Communication tactics,FDCPA,ATLAS FINANCIAL GROUP,large,MA,Web,Consent provided,this has been going on since 2022-08-19. the company closed my case without telling me. the online portal does not show the case at all. the caller threatened action they could not take. the representative put me on hold for over an hour.,,Closed with non-monetary relief,Yes,No
C3106437,2022-11-01,Checking or savings account,Confusing or missing disclosures,REG_E,SUMMIT CARD SERVICES,mid,GA,Postal mail,Consent provided,this has been going on since 2022-09-22. the company acknowledged the problem on the phone but not in writing. I received a letter that did not address what I asked. I was not given a change in terms notice. the fee schedule was never given to me before the account opened.,266.7,Untimely response,No,No
C3106975,2022-11-01,Checking or savings account,Closing an account,REG_E,CROWN SAVINGS & TRUST,large,MA,Web,Consent provided,I have kept records of every call. the online portal does not show the case at all. the bank closed my account and would not say why. the account was closed while a dispute was still open. the company closed my case without telling me. I received a letter that did not address what I asked.,16.86,Closed with monetary relief,Yes,No
C3108305,2022-11-01,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,NORTHSTAR RECOVERY LLC,small,AZ,Postal mail,Consent provided,the company held the transfer for a review with no update. the replacement card never arrived. I was told someone would call back and nobody did. I asked for a supervisor and was refused.,48.29,Closed with explanation,Yes,Yes
C3100520,2022-11-02,Credit card,Problem with a purchase shown on your statement,REG_Z,CROWN SAVINGS & TRUST,large,TX,Referral,Consent provided,I asked for a supervisor and was refused. I am a customer of 5 years and this is how I am treated. I disputed the billing error in writing. I am asking for $74.45 to be returned to me.,74.45,Closed with non-monetary relief,Yes,Yes
C3101836,2022-11-02,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,MERIDIAN NATIONAL BANK,large,NJ,Web,Consent provided,I contacted the company on 2022-09-30 and got nowhere. this has been going on since 2022-09-30. an account on my credit report is not mine. the same error came back after it was deleted. I received a form letter saying the item was verified.,,Closed with explanation,Yes,Yes
C3104362,2022-11-02,Credit reporting,Incorrect information on your report,FCRA,MERIDIAN NATIONAL BANK,large,TX,Referral,Consent provided,I have been given a different answer every time I call. I have sent documents twice and they say they never arrived. I am asking the regulator to look at this. the representative put me on hold for over an hour.,,Closed with monetary relief,Yes,No
C3105748,2022-11-02,Credit card,Problem with a purchase shown on your statement,REG_Z,SUMMIT CARD SERVICES,mid,MI,Web,Consent provided,I received a letter that did not address what I asked. the amount involved is $83.71. I filed this complaint because the company stopped responding. I need this corrected in writing. the company acknowledged the problem on the phone but not in writing.,83.71,Closed with monetary relief,Yes,No
C3107436,2022-11-02,Checking or savings account,Managing an account,REG_E,HARBOR CREDIT UNION,mid,NJ,Web,Consent provided,the bank changed my account terms without notice. this has been going on since 2022-09-23. I filed this complaint because the company stopped responding.,33.29,Closed with monetary relief,Yes,No
C3107979,2022-11-02,Credit reporting,Incorrect information on your report,FCRA,HARBOR CREDIT UNION,mid,PA,Web,Consent provided,I was transferred between 3 departments. I want this resolved before it affects my credit. the amount involved is $42.05. I am asking for $42.05 to be returned to me. the balance being reported is wrong.,,Closed with explanation,Yes,No
C3100458,2022-11-03,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,VERITY DATA SOLUTIONS,small,NJ,Web,Consent provided,I want an explanation of how the amount was calculated. my account has been affected since 2022-10-02. there are charges on my account I did not authorize.,26.14,Closed without relief,Yes,Yes
C3103371,2022-11-03,Credit card,Problem with a purchase shown on your statement,REG_Z,ATLAS FINANCIAL GROUP,large,NC,Postal mail,Consent provided,I was billed twice for the same purchase. I was charged interest despite paying the balance in full. I was told someone would call back and nobody did. I contacted the company on 2022-08-18 and got nowhere. I have kept records of every call.,87.13,Closed with non-monetary relief,Yes,Yes
C3100081,2022-11-04,Debt collection,Communication tactics,FDCPA,MERIDIAN NATIONAL BANK,large,FL,Web,Consent provided,I am a customer of 3 years and this is how I am treated. they could not produce validation of the debt. I was transferred between 3 departments. the caller threatened action they could not take. the fee involved was $227.78. the amount involved is $227.78.,,Closed without relief,Yes,Yes
C3103543,2022-11-04,Checking or savings account,Problem caused by your funds being low,REG_E,SUMMIT CARD SERVICES,mid,FL,Web,Consent provided,I have called 2 times about this. an overdraft fee hit a transaction authorized on a positive balance. I need this corrected in writing. this has been going on since 2022-10-27. I asked for a supervisor and was refused.,116.9,Closed with explanation,Yes,No
C3106533,2022-11-04,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,BLUE RIDGE COLLECTIONS,mid,IL,Web,Consent provided,the bank said the transaction was authorized because a PIN was used. the representative put me on hold for over an hour. I am asking for $133.18 to be returned to me. I contacted the company on 2022-08-06 and got nowhere. I am a customer of 2 years and this is how I am treated.,133.18,Closed with monetary relief,Yes,No
C3100935,2022-11-05,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,CROWN SAVINGS & TRUST,large,WA,Postal mail,Consent provided,provisional credit was never applied while the investigation ran. I received a letter that did not address what I asked. someone used my debit card without my permission. I am asking for $346.84 to be returned to me. I was told someone would call back and nobody did.,346.84,Closed with explanation,Yes,Yes
C3103078,2022-11-05,Debt collection,Attempts to collect debt not owed,FDCPA,SUMMIT CARD SERVICES,mid,AZ,Web,Consent provided,I was transferred between 6 departments. they could not produce validation of the debt. the company closed my case without telling me. the collector is chasing a debt that was already paid. the company says it is following its policy but will not show me the policy. the company acknowledged the problem on the phone but not in writing.,,Closed with explanation,Yes,Yes
C3103086,2022-11-05,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,MERIDIAN NATIONAL BANK,large,MI,Web,Consent provided,I have disputed this 8 times now. the amount involved is $112.89. I was tricked into sending a payment by someone pretending to be the bank.,112.89,Closed with explanation,Yes,No
C3107919,2022-11-05,Credit reporting,Incorrect information on your report,FCRA,SUMMIT CARD SERVICES,mid,GA,Web,Consent provided,the amount involved is $83.48. I am asking the regulator to look at this. the company acknowledged the problem on the phone but not in writing. an account on my credit report is not mine.,,Untimely response,No,No
C3108540,2022-11-05,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,MERIDIAN NATIONAL BANK,large,PA,Web,Consent provided,I am asking the regulator to look at this. the bank said the transaction was authorized because a PIN was used. this has been going on since 2022-09-22. the transfer could not be recalled once it left my account. I need this corrected in writing. the response I received was a form letter. provisional credit was never applied while the investigation ran.,26.36,Closed with monetary relief,Yes,No
C3101232,2022-11-06,Credit card,"Other features, terms, or problems",REG_Z,PACIFIC UNION BANCORP,large,MI,Fax,Consent provided,the company acknowledged the problem on the phone but not in writing. I am attaching the statement showing the entry. the company closed my case without telling me. my credit limit was cut with no explanation. I am asking for $313.90 to be returned to me.,313.9,Closed with monetary relief,Yes,No
C3101571,2022-11-06,Debt collection,Written notification about debt,FDCPA,CROWN SAVINGS & TRUST,large,OH,Web,Consent provided,I never received a validation notice after the first contact. I was transferred between 9 departments. the notice did not state the amount of the debt. the amount involved is $230.49. the representative put me on hold for over an hour.,,Closed without relief,Yes,Yes
C3102721,2022-11-06,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,IL,Referral,Consent provided,this has been going on since 2022-08-25. the bank said the transaction was authorized because a PIN was used. I am attaching the statement showing the entry. I want this resolved before it affects my credit. I am asking for $20.36 to be returned to me.,20.36,Closed with explanation,Yes,Yes
C3104196,2022-11-06,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,MERIDIAN NATIONAL BANK,large,NY,Web,Consent provided,the bank said the transaction was authorized because a PIN was used. my account has been affected since 2022-09-10. the company says it is following its policy but will not show me the policy.,376.78,Closed with monetary relief,Yes,No
C3104926,2022-11-06,Credit card,"Other features, terms, or problems",REG_Z,PACIFIC UNION BANCORP,large,MA,Web,Consent provided,I need this corrected in writing. the terms of my account changed without notice. I have called 7 times about this. I was told someone would call back and nobody did. my credit limit was cut with no explanation.,35.97,Closed with explanation,Yes,No
C3105028,2022-11-06,Checking or savings account,Problem caused by your funds being low,REG_E,CEDAR POINT LENDING,small,CA,Postal mail,Consent provided,the bank reordered my transactions largest to smallest. I need this corrected in writing. I was told someone would call back and nobody did. my application was declined and I got no adverse action notice. an overdraft fee hit a transaction authorized on a positive balance. the company acknowledged the problem on the phone but not in writing.,161.89,Untimely response,No,Yes
C3105201,2022-11-06,Credit reporting,Incorrect information on your report,FCRA,PACIFIC UNION BANCORP,large,MI,Web,Consent provided,the balance being reported is wrong. I am a customer of 6 years and this is how I am treated. my account has been affected since 2022-10-25. the account was paid but reports as charged off. I want an explanation of how the amount was calculated.,,Closed with non-monetary relief,Yes,No
C3104113,2022-11-07,Prepaid card,Trouble using your card,REG_E,ATLAS FINANCIAL GROUP,large,CA,Web,Consent provided,the company closed my case without telling me. the company acknowledged the problem on the phone but not in writing. the card was locked and nobody could tell me why. I asked for a supervisor and was refused. this has been going on since 2022-09-12.,37.07,Closed with monetary relief,Yes,No
C3107020,2022-11-07,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,MERIDIAN NATIONAL BANK,large,GA,Web,Consent provided,the company says it is following its policy but will not show me the policy. the amount taken was more than I authorised. I asked for a supervisor and was refused. I was tricked into sending a payment by someone pretending to be the bank. I need this corrected in writing.,169.95,Closed without relief,Yes,No
C3102795,2022-11-08,Checking or savings account,Managing an account,REG_E,ATLAS FINANCIAL GROUP,large,IL,Web,Consent provided,this is causing me real financial hardship. the company acknowledged the problem on the phone but not in writing. this has been going on since 2022-08-16. I want an explanation of how the amount was calculated.,34.5,Closed with monetary relief,Yes,No
C3104177,2022-11-08,Credit card,Charged fees or interest you didn't expect,REG_Z,BLUE RIDGE COLLECTIONS,mid,CA,Web,Consent provided,the company acknowledged the problem on the phone but not in writing. I have disputed this 6 times now. I was charged interest despite paying the balance in full. the terms of my account changed without notice.,127.0,Closed with explanation,Yes,No
C3100429,2022-11-09,Credit card,"Other features, terms, or problems",REG_Z,MERIDIAN NATIONAL BANK,large,TX,Web,Consent provided,my account has been affected since 2022-10-06. the company says it is following its policy but will not show me the policy. a benefit I was promised at application does not exist. the online portal does not show the case at all.,20.85,Closed with non-monetary relief,Yes,No
C3101433,2022-11-09,Checking or savings account,Managing an account,REG_E,PACIFIC UNION BANCORP,large,MI,Web,Consent provided,the representative put me on hold for over an hour. my direct deposit went to the wrong account. nobody would escalate my case. I received a letter that did not address what I asked.,320.15,Closed with non-monetary relief,Yes,No
C3101442,2022-11-09,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,PACIFIC UNION BANCORP,large,NY,Web,Consent provided,the online portal does not show the case at all. my account has been affected since 2022-10-30. this has been going on since 2022-10-30. I want an explanation of how the amount was calculated. I was transferred between 6 departments.,7.46,Closed with non-monetary relief,Yes,No
C3102315,2022-11-09,Debt collection,Communication tactics,FDCPA,BLUE RIDGE COLLECTIONS,mid,PA,Web,Consent provided,my account has been affected since 2022-09-26. I was transferred between 9 departments. they contacted me at work after I told them to stop.,,Closed with non-monetary relief,Yes,No
C3102356,2022-11-09,Credit reporting,Incorrect information on your report,FCRA,ATLAS FINANCIAL GROUP,large,FL,Fax,Consent provided,I have kept records of every call. this has been going on since 2022-08-21. the fee involved was $13.17. I received a letter that did not address what I asked.,,Closed without relief,Yes,No
C3102925,2022-11-09,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,PACIFIC UNION BANCORP,large,OH,Postal mail,Consent provided,this is causing me real financial hardship. the furnisher verified the item without looking at my documents. the representative put me on hold for over an hour. I have sent documents twice and they say they never arrived.,,Closed with monetary relief,Yes,Yes
C3103025,2022-11-09,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,HARBOR CREDIT UNION,mid,FL,Web,Consent provided,I have called 4 times about this. the company held the transfer for a review with no update. I am asking the regulator to look at this. this is causing me real financial hardship. the transfer was promised in minutes and took days. the replacement card never arrived.,97.25,Closed with explanation,Yes,No
C3107725,2022-11-09,Credit reporting,Incorrect information on your report,FCRA,CROWN SAVINGS & TRUST,large,VA,Web,Consent provided,I contacted the company on 2022-08-11 and got nowhere. my report was accessed by a company I have no relationship with. the balance being reported is wrong. an account on my credit report is not mine. the online portal does not show the case at all. this is causing me real financial hardship.,,Closed with explanation,Yes,Yes
C3101642,2022-11-10,Debt collection,Written notification about debt,FDCPA,CROWN SAVINGS & TRUST,large,GA,Web,Consent provided,the company closed my case without telling me. I need this corrected in writing. the fee involved was $113.53.,,Closed with monetary relief,Yes,No
C3104231,2022-11-10,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,CROWN SAVINGS & TRUST,large,PA,Phone,Consent provided,nobody would escalate my case. I want an explanation of how the amount was calculated. the recipient never got the funds and I was not refunded. the company says it is following its policy but will not show me the policy.,140.8,Closed with monetary relief,Yes,No
C3106056,2022-11-10,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,PACIFIC UNION BANCORP,large,WA,Phone,Consent provided,I am asking the regulator to look at this. I reported the scam the same day and the funds were already gone. the lender would not discuss a repayment plan. the response I received was a form letter.,129.82,Closed with explanation,Yes,No
C3107785,2022-11-10,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,BLUE RIDGE COLLECTIONS,mid,TX,Web,Consent provided,this has been going on since 2022-10-08. provisional credit was never applied while the investigation ran. I have disputed this 7 times now. there are charges on my account I did not authorize. I have kept records of every call.,59.55,Closed with monetary relief,Yes,No
C3101352,2022-11-11,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,MERIDIAN NATIONAL BANK,large,VA,Web,Consent provided,the transfer was promised in minutes and took days. I have been given a different answer every time I call. I have sent documents twice and they say they never arrived. the recipient never got the funds and I was not refunded. I asked for a supervisor and was refused. the company says it is following its policy but will not show me the policy. the collector is chasing a debt that was already paid.,91.92,Closed with monetary relief,Yes,No
C3101664,2022-11-11,Debt collection,Communication tactics,FDCPA,CROWN SAVINGS & TRUST,large,VA,Postal mail,Consent provided,the response I received was a form letter. the collector called me repeatedly in a single day. I am asking the regulator to look at this. the caller threatened action they could not take.,,Closed with non-monetary relief,Yes,Yes
C3102325,2022-11-11,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,MERIDIAN NATIONAL BANK,large,NY,Web,Consent provided,the representative put me on hold for over an hour. the transfer could not be recalled once it left my account. I asked for a supervisor and was refused.,61.74,Closed with non-monetary relief,Yes,No
C3103908,2022-11-11,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,BLUE RIDGE COLLECTIONS,mid,PA,Web,Consent provided,I was transferred between 5 departments. the furnisher verified the item without looking at my documents. I am a customer of 5 years and this is how I am treated. I am asking the regulator to look at this.,,Closed with non-monetary relief,Yes,Yes
C3106097,2022-11-11,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,ATLAS FINANCIAL GROUP,large,AZ,Web,Consent provided,I was transferred between 3 departments. I received a letter that did not address what I asked. I reported the scam the same day and the funds were already gone.,38.74,Closed with monetary relief,Yes,No
C3100199,2022-11-12,Checking or savings account,Managing an account,REG_E,CROWN SAVINGS & TRUST,large,NC,Web,Consent provided,my direct deposit went to the wrong account. I need this corrected in writing. I have kept records of every call.,522.88,Closed with monetary relief,Yes,No
C3100885,2022-11-12,Credit reporting,Incorrect information on your report,FCRA,ATLAS FINANCIAL GROUP,large,GA,Web,Consent provided,the company closed my case without telling me. I contacted the company on 2022-08-30 and got nowhere. this is causing me real financial hardship. the account was paid but reports as charged off.,,Closed without relief,Yes,Yes
C3103586,2022-11-12,Debt collection,Attempts to collect debt not owed,FDCPA,ATLAS FINANCIAL GROUP,large,IL,Web,Consent provided,the representative put me on hold for over an hour. the company says it is following its policy but will not show me the policy. nobody would escalate my case. they could not produce validation of the debt.,,Untimely response,No,No
C3106158,2022-11-12,"Payday loan, title loan, or personal loan",Struggling to repay your loan,REG_Z,SUMMIT CARD SERVICES,mid,IL,Phone,Consent provided,nobody would escalate my case. my account has been affected since 2022-08-26. the lender would not discuss a repayment plan.,598.05,Closed with explanation,Yes,Yes
C3100512,2022-11-13,Checking or savings account,Problem caused by your funds being low,REG_E,NORTHSTAR RECOVERY LLC,small,GA,Web,Consent provided,I have sent documents twice and they say they never arrived. the bank reordered my transactions largest to smallest. I asked for a supervisor and was refused. this has been going on since 2022-11-06. the company says it is following its policy but will not show me the policy.,237.33,Closed with monetary relief,Yes,No
C3101876,2022-11-13,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,MERIDIAN NATIONAL BANK,large,CA,Phone,Consent provided,the company held the transfer for a review with no update. nobody would escalate my case. I want an explanation of how the amount was calculated. the company says it is following its policy but will not show me the policy.,30.14,Closed with monetary relief,Yes,No
C3102053,2022-11-13,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,SUMMIT CARD SERVICES,mid,NC,Web,Consent provided,nobody would escalate my case. my account has been affected since 2022-09-25. the company closed my case without telling me. the response I received was a form letter. there are charges on my account I did not authorize.,41.33,Closed with monetary relief,Yes,Yes
C3103456,2022-11-13,Checking or savings account,Managing an account,REG_E,PACIFIC UNION BANCORP,large,NY,Web,Consent provided,I need this corrected in writing. the representative put me on hold for over an hour. the company closed my case without telling me. I want this resolved before it affects my credit. I contacted the company on 2022-09-09 and got nowhere.,43.39,Closed with monetary relief,Yes,No
C3103611,2022-11-13,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,HARBOR CREDIT UNION,mid,AZ,Web,Consent provided,I am asking for $65.89 to be returned to me. I reported the scam the same day and the funds were already gone. I am a customer of 2 years and this is how I am treated.,65.89,Closed with monetary relief,Yes,Yes
C3106151,2022-11-13,Checking or savings account,Closing an account,REG_E,MERIDIAN NATIONAL BANK,large,AZ,Web,Consent provided,the amount involved is $233.87. the account was closed while a dispute was still open. I have sent documents twice and they say they never arrived. I need this corrected in writing. I have disputed this 8 times now.,233.87,Closed with non-monetary relief,Yes,No
C3107353,2022-11-13,Checking or savings account,Problem caused by your funds being low,REG_E,MERIDIAN NATIONAL BANK,large,NJ,Web,Consent provided,I was transferred between 7 departments. the representative put me on hold for over an hour. my account has been affected since 2022-09-18. the bank reordered my transactions largest to smallest. I was charged several overdraft fees in one day.,63.25,Closed with explanation,Yes,Yes
C3107769,2022-11-13,Debt collection,Attempts to collect debt not owed,FDCPA,MERIDIAN NATIONAL BANK,large,AZ,Web,Consent provided,this debt belongs to somebody else with a similar name. the amount involved is $399.43. the response I received was a form letter. the collector is chasing a debt that was already paid.,,Closed without relief,Yes,Yes
C3108710,2022-11-13,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,CROWN SAVINGS & TRUST,large,NC,Web,Consent provided,I am a customer of 7 years and this is how I am treated. I am asking the regulator to look at this. the representative put me on hold for over an hour. the company closed my case without telling me. I was transferred between 7 departments.,52.08,Closed with monetary relief,Yes,No
C3101822,2022-11-14,Checking or savings account,Closing an account,REG_E,CROWN SAVINGS & TRUST,large,WA,Web,Consent provided,I filed this complaint because the company stopped responding. the company acknowledged the problem on the phone but not in writing. I have kept records of every call. my remaining balance was never returned.,465.77,Closed with monetary relief,Yes,No
C3105900,2022-11-14,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,MA,Web,Consent provided,the bank said the transaction was authorized because a PIN was used. nobody would escalate my case. I am attaching the statement showing the entry.,9.09,Closed with monetary relief,Yes,No
C3107265,2022-11-14,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,SUMMIT CARD SERVICES,mid,CA,Web,Consent provided,I am a customer of 8 years and this is how I am treated. there are charges on my account I did not authorize. I was transferred between 8 departments.,46.61,Untimely response,No,Yes
C3108906,2022-11-14,Checking or savings account,Problem caused by your funds being low,REG_E,MERIDIAN NATIONAL BANK,large,WA,Web,Consent provided,an overdraft fee hit a transaction authorized on a positive balance. I have been given a different answer every time I call. I want this resolved before it affects my credit. the company closed my case without telling me.,60.36,Closed with monetary relief,Yes,No
C3101415,2022-11-15,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,MERIDIAN NATIONAL BANK,large,VA,Web,Consent provided,an account on my credit report is not mine. I was told someone would call back and nobody did. this has been going on since 2022-09-24.,,Closed with non-monetary relief,Yes,Yes
C3104225,2022-11-15,Credit reporting,Incorrect information on your report,FCRA,ATLAS FINANCIAL GROUP,large,VA,Web,Consent provided,the company says it is following its policy but will not show me the policy. the fee involved was $147.46. the online portal does not show the case at all. I have called 7 times about this. the company acknowledged the problem on the phone but not in writing.,,Closed with explanation,Yes,Yes
C3104614,2022-11-15,Checking or savings account,Problem with a lender or other company charging your account,REG_E,CEDAR POINT LENDING,small,OH,Web,Consent provided,a company debited my account after I revoked authorisation. I was transferred between 9 departments. I have been given a different answer every time I call. the amount involved is $136.70. the bank said the transaction was authorized because a PIN was used. the amount taken was more than I authorised. I want an explanation of how the amount was calculated.,136.7,Closed with explanation,Yes,Yes
C3107302,2022-11-15,Credit card,Getting a credit card,REG_Z,ATLAS FINANCIAL GROUP,large,MA,Web,Consent provided,the approval terms are not the terms that were advertised. an application was submitted in my name that I did not make. the company says it is following its policy but will not show me the policy. the company closed my case without telling me. I received a letter that did not address what I asked.,40.58,Closed with explanation,Yes,No
C3103828,2022-11-16,Credit reporting,Incorrect information on your report,FCRA,MERIDIAN NATIONAL BANK,large,GA,Web,Consent provided,the account was paid but reports as charged off. an account on my credit report is not mine. I am asking the regulator to look at this. I have called 3 times about this.,,Closed with explanation,Yes,No
C3106898,2022-11-16,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,MERIDIAN NATIONAL BANK,large,OH,Phone,Consent provided,the company says it is following its policy but will not show me the policy. I want this resolved before it affects my credit. I filed this complaint because the company stopped responding. there are charges on my account I did not authorize.,158.33,Closed with monetary relief,Yes,No
C3107867,2022-11-16,Checking or savings account,Closing an account,REG_E,PACIFIC UNION BANCORP,large,NC,Web,Consent provided,I am attaching the statement showing the entry. I was transferred between 2 departments. my remaining balance was never returned. I want this resolved before it affects my credit.,52.79,Closed with non-monetary relief,Yes,No
C3100576,2022-11-17,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,SUMMIT CARD SERVICES,mid,FL,Web,Consent provided,the company acknowledged the problem on the phone but not in writing. I was told someone would call back and nobody did. someone used my debit card without my permission. I have sent documents twice and they say they never arrived. I am a customer of 7 years and this is how I am treated.,548.77,Closed without relief,Yes,Yes
C3102058,2022-11-17,Checking or savings account,Problem caused by your funds being low,REG_E,CROWN SAVINGS & TRUST,large,PA,Web,Consent provided,I filed this complaint because the company stopped responding. the fee involved was $41.42. the company acknowledged the problem on the phone but not in writing.,41.42,Closed with non-monetary relief,Yes,No
C3102536,2022-11-17,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,PACIFIC UNION BANCORP,large,TX,Web,Consent provided,I need this corrected in writing. there are charges on my account I did not authorize. a fee appeared that no disclosure mentioned. I was transferred between 3 departments.,148.52,Closed with monetary relief,Yes,No
C3103695,2022-11-17,Checking or savings account,Managing an account,REG_E,CROWN SAVINGS & TRUST,large,VA,Web,Consent provided,the company closed my case without telling me. I have been given a different answer every time I call. I was transferred between 7 departments. I could not get into online banking for days. I asked for a supervisor and was refused.,291.37,Closed with monetary relief,Yes,No
C3104241,2022-11-17,Debt collection,Communication tactics,FDCPA,CROWN SAVINGS & TRUST,large,NC,Web,Consent provided,I have sent documents twice and they say they never arrived. I am attaching the statement showing the entry. this has been going on since 2022-09-07. the amount involved is $160.24.,,Closed with explanation,Yes,Yes
C3105407,2022-11-17,Checking or savings account,Problem with a lender or other company charging your account,REG_E,MERIDIAN NATIONAL BANK,large,MA,Postal mail,Consent provided,the online portal does not show the case at all. this is causing me real financial hardship. I am a customer of 4 years and this is how I am treated. I have called 4 times about this. the amount taken was more than I authorised.,1233.78,Closed without relief,Yes,No
C3106835,2022-11-17,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,MERIDIAN NATIONAL BANK,large,FL,Web,Consent provided,the amount involved is $304.22. the company says it is following its policy but will not show me the policy. the transfer could not be recalled once it left my account.,304.22,Closed with monetary relief,Yes,No
C3102135,2022-11-18,Debt collection,Attempts to collect debt not owed,FDCPA,MERIDIAN NATIONAL BANK,large,VA,Referral,Consent provided,I have disputed this 7 times now. this debt belongs to somebody else with a similar name. the company acknowledged the problem on the phone but not in writing. I am a customer of 7 years and this is how I am treated. I am attaching the statement showing the entry. they could not produce validation of the debt.,,Closed with non-monetary relief,Yes,No
C3102698,2022-11-18,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,MERIDIAN NATIONAL BANK,large,FL,Web,Consent provided,an account on my credit report is not mine. I asked for a supervisor and was refused. I want this resolved before it affects my credit. I am asking for $436.84 to be returned to me. the same error came back after it was deleted.,,Closed with monetary relief,Yes,No
C3103434,2022-11-18,Credit card,Problem with a purchase shown on your statement,REG_Z,MERIDIAN NATIONAL BANK,large,TX,Web,Consent provided,the terms of my account changed without notice. the merchant billed me for goods that never arrived. I have disputed this 8 times now. I was billed twice for the same purchase. I was told someone would call back and nobody did. the amount involved is $69.28.,69.28,Closed with monetary relief,Yes,No
C3100073,2022-11-19,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,ATLAS FINANCIAL GROUP,large,IL,Web,Consent provided,the online portal does not show the case at all. I need this corrected in writing. I have sent documents twice and they say they never arrived. I was tricked into sending a payment by someone pretending to be the bank. the fee involved was $281.23.,281.23,Closed with monetary relief,Yes,No
C3100162,2022-11-19,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,CROWN SAVINGS & TRUST,large,VA,Referral,Consent provided,the company closed my case without telling me. nobody would escalate my case. the amount involved is $31.26. I need this corrected in writing.,31.26,Closed with monetary relief,Yes,No
C3102160,2022-11-19,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,CEDAR POINT LENDING,small,NC,Web,Consent provided,I am attaching the statement showing the entry. I received a letter that did not address what I asked. I have called 5 times about this. the online portal does not show the case at all. the bank said the transaction was authorized because a PIN was used.,160.07,Closed with monetary relief,Yes,Yes
C3102268,2022-11-19,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,MI,Web,Consent provided,someone used my debit card without my permission. this is causing me real financial hardship. there are charges on my account I did not authorize. the company says it is following its policy but will not show me the policy. the amount involved is $33.92. I received a letter that did not address what I asked.,33.92,Closed without relief,Yes,Yes
