application_id,month,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,device_distinct_emails_8w,device_fraud_count,keep_alive_session,bank_months_count,fraud_bool
A711854,3,0.67,0.865,12,18,30,7.191,17.04,806,4774.6,24460.7,32263.3,1344,38,104,1,0,1,1,1500,0,7.7,1,0,1,3,0
A711855,3,0.58,0.112,24,120,10,14.366,0.39,1008,5212.7,27757.0,27804.4,397,25,176,1,1,1,0,200,0,7.64,1,0,1,8,0
A711856,3,0.9,0.683,6,18,30,0.429,13.57,5043,4721.2,25937.4,29036.6,1903,6,206,1,0,1,1,1500,0,5.69,1,0,0,8,0
A711857,3,0.94,0.058,24,9,20,3.075,2.41,4873,7950.6,27735.4,29097.7,1113,4,231,0,1,1,0,1500,1,6.73,1,0,0,22,0
A711858,3,0.54,0.662,24,9,60,1.256,9.18,1767,0.0,0.0,0.0,2198,1,34,1,0,1,0,2000,0,7.65,1,0,0,31,0
A711859,3,0.23,0.95,48,120,50,2.893,-0.07,3183,4909.1,21042.1,20137.4,1494,11,219,0,0,1,0,2000,0,6.17,1,0,1,22,0
A711860,3,0.54,0.395,24,3,40,0.018,-1.0,197,5279.6,19066.5,16983.7,1841,13,106,0,0,1,0,1500,0,11.13,1,0,1,31,0
A711861,3,0.63,0.663,12,9,40,5.706,-1.0,4697,8208.9,33398.8,45668.4,766,5,103,0,1,1,0,500,0,4.73,2,0,0,14,0
A711862,3,0.34,0.301,-1,72,40,3.606,7.99,3092,6950.6,29701.3,37287.4,1174,34,219,0,1,1,0,500,0,0.1,1,0,1,-1,0
A711863,3,0.65,0.384,6,18,20,1.31,11.65,5445,6001.8,32923.5,29728.8,1408,15,154,1,0,1,0,2000,0,9.48,1,0,1,8,0
A711864,3,0.34,0.395,12,120,20,0.601,8.96,181,1177.6,4569.1,4027.4,966,23,184,0,1,1,1,200,0,7.61,1,0,1,8,0
A711865,3,0.67,0.338,6,18,20,0.26,11.69,213,2520.2,11977.4,9844.6,1620,14,109,0,1,1,0,2000,0,0.69,5,0,1,31,0
A711866,3,0.39,0.905,6,18,60,0.476,18.6,3020,9441.1,31360.0,30002.4,1395,8,127,1,1,1,0,2000,0,9.16,1,0,0,22,0
A711867,3,0.05,0.038,48,9,40,4.951,0.6,999,0.0,0.0,0.0,1332,28,185,1,1,1,0,1000,0,3.99,1,0,0,31,0
A711868,3,0.23,0.473,-1,72,30,5.327,-1.0,1368,888.7,4803.2,5042.6,1413,29,165,0,1,0,1,2000,1,8.37,1,0,0,-1,0
A711869,3,0.47,0.752,6,-1,20,3.492,23.84,2005,6047.6,31264.9,31948.6,1636,21,2,0,1,1,0,500,0,7.63,1,0,1,14,0
A711870,3,0.57,0.348,6,-1,10,3.583,15.12,4382,8277.6,32022.2,23293.8,1920,0,53,0,0,1,0,1000,0,13.01,1,0,1,8,0
A711871,3,0.28,0.263,48,3,60,3.91,-1.0,990,2195.2,8235.3,9727.9,637,16,206,1,0,1,0,500,0,5.91,1,0,0,22,0
A711872,3,0.69,0.028,-1,36,10,2.413,-1.0,4193,8156.9,41324.0,34723.9,1270,25,91,1,1,1,0,500,0,9.98,1,0,0,-1,0
A711873,3,0.77,0.123,-1,72,40,3.069,6.46,1068,10485.8,39263.5,42567.6,1901,4,224,1,0,1,0,500,0,2.73,1,0,0,14,0
A711874,3,0.91,0.31,48,72,20,1.046,3.54,1481,7680.0,32898.3,23451.6,1188,26,51,1,0,1,0,2000,1,2.86,1,0,1,8,0
A711875,3,0.41,0.346,12,72,30,0.672,13.67,162,4801.1,18413.1,19216.2,2090,33,105,1,1,1,0,500,0,9.29,1,0,0,22,0
A711876,3,0.4,0.306,-1,18,50,0.519,8.72,3990,6086.6,25730.7,21969.6,1235,9,78,0,0,1,1,1000,0,9.68,5,0,0,-1,0
A711877,3,0.81,0.583,6,120,10,0.516,21.05,2099,8624.4,25883.5,35849.1,1819,29,127,0,0,1,0,2000,0,6.77,1,0,1,8,0
A711878,3,0.57,0.309,48,9,30,0.586,1.41,4443,3505.4,14631.6,18826.6,1240,9,238,1,0,1,0,2000,0,0.1,1,0,1,22,0
A711879,3,0.25,0.003,12,9,40,0.873,3.29,2284,0.0,0.0,0.0,2356,37,72,0,0,1,0,1500,0,4.72,1,0,1,8,0
A711880,3,0.47,0.936,24,9,30,6.067,-0.62,1914,3597.9,13489.1,12471.9,1280,0,58,1,0,1,0,1500,0,4.66,5,0,1,31,0
A711881,3,0.65,0.001,96,36,30,0.15,13.5,4851,5749.6,25865.0,35796.8,1428,25,205,0,0,1,0,500,0,11.89,1,0,0,8,0
A711882,3,0.7,0.575,24,9,40,0.476,-1.0,1543,3760.6,14619.1,11577.2,1799,12,104,0,0,1,0,200,0,4.19,1,0,1,3,0
A711883,3,0.18,0.118,6,3,60,0.778,13.86,111,3500.0,13829.7,18448.8,2207,14,236,1,0,1,1,1500,0,8.92,1,0,1,14,0
A711884,3,0.53,0.728,24,3,60,3.441,4.67,1026,10559.0,49138.2,67172.8,278,4,197,0,0,1,1,1000,0,11.27,1,0,0,22,0
A711885,3,0.78,0.823,-1,18,20,3.47,23.85,3137,2070.2,8752.5,10459.6,33,14,100,1,1,1,0,200,0,4.65,1,0,1,14,0
A711886,3,0.55,0.461,6,36,70,0.67,25.65,4695,1735.3,7928.9,9910.8,2047,7,176,1,1,1,0,2000,0,6.6,1,0,1,22,0
A711887,3,0.45,0.267,96,-1,10,1.204,30.78,791,653.2,2145.0,1979.4,531,13,97,1,0,1,0,1000,0,9.38,5,0,1,8,0
A711888,3,0.69,0.159,-1,36,20,1.89,-0.03,1644,3497.3,13305.2,9778.2,277,16,125,1,1,0,0,200,0,9.45,1,0,1,8,0
A711889,3,0.58,0.504,96,3,10,1.453,16.86,5186,2836.0,13737.7,13705.9,1911,38,192,0,1,0,0,1500,0,7.1,1,0,1,22,0
A711890,3,0.64,0.542,6,72,20,2.452,-1.0,4333,5145.3,17719.0,13579.6,391,38,231,1,1,1,0,200,0,7.15,2,0,0,-1,0
A711891,3,0.4,0.045,6,18,60,1.18,18.09,2101,3539.9,12508.7,10199.0,24,6,36,1,0,1,0,200,0,13.54,1,0,0,31,0
A711892,3,0.56,0.308,6,18,20,5.937,-1.0,3760,4851.2,23097.1,30487.7,2064,26,227,1,0,0,0,2000,0,4.52,1,0,1,14,0
A711893,3,0.58,0.363,24,18,70,0.41,20.96,1853,3618.7,16725.9,19584.6,1670,3,100,0,1,1,0,200,0,6.25,1,0,1,3,0
A711894,3,0.84,0.978,24,18,60,0.76,4.31,3201,2143.6,10108.5,7184.9,2056,37,209,1,0,1,0,1500,0,3.38,1,0,1,22,0
A711895,3,0.75,0.675,12,9,40,0.142,-1.0,1783,9512.7,39816.6,37074.9,1762,31,137,1,1,1,0,1500,0,0.71,1,0,1,22,0
A711896,3,0.87,0.623,-1,36,20,2.949,13.1,3512,4192.2,19011.5,20260.5,660,36,119,0,0,1,0,1000,0,12.88,2,0,1,22,0
A711897,3,0.69,0.984,48,36,10,1.799,10.02,3931,3987.2,14575.5,11007.4,2095,7,227,1,0,1,0,1000,0,2.11,1,1,1,14,0
A711898,3,0.54,0.508,96,3,20,0.059,5.54,970,6560.2,24254.6,31793.7,1692,33,147,1,0,1,1,1500,0,9.62,1,0,0,31,0
A711899,3,0.46,0.99,48,3,50,1.21,18.66,94,2430.3,7615.6,6159.8,1553,1,105,1,0,1,1,1500,0,0.5,1,0,0,22,0
A711900,3,0.55,0.827,-1,72,60,1.338,-1.0,565,6406.5,20941.2,28170.5,2289,20,224,1,0,1,0,1000,0,5.39,1,0,1,8,0
A711901,3,0.6,0.19,12,120,10,1.134,9.97,4089,1798.9,7919.3,7498.5,417,1,110,1,1,0,0,500,0,1.98,1,0,1,22,0
A711902,3,0.36,0.832,6,72,40,0.89,11.98,3243,6666.0,24388.9,24496.4,229,0,61,1,0,1,0,2000,0,5.57,2,0,1,8,0
A711903,3,0.55,0.953,12,72,60,0.966,-1.0,2499,0.0,0.0,0.0,301,27,180,0,1,1,0,1000,0,5.11,1,0,0,14,0
A711904,3,0.39,0.362,96,120,40,2.995,9.82,598,2202.2,10242.4,7338.7,630,27,122,1,1,1,0,500,0,13.4,1,0,1,3,0
A711905,3,0.99,0.842,24,9,40,0.723,16.16,5129,2898.1,10887.5,14346.6,920,15,210,0,1,1,1,200,0,0.8,1,0,0,3,0
A711906,3,0.51,0.597,96,3,40,2.948,6.91,3306,4740.7,16598.5,20897.8,2059,18,-41,0,0,0,0,1500,0,4.89,1,0,1,31,0
A711907,3,0.79,0.397,96,120,40,3.941,2.09,5371,8112.9,42571.0,40069.9,401,26,205,1,0,1,0,500,0,0.1,1,0,1,3,0
A711908,3,0.99,0.903,12,-1,50,1.314,14.89,2789,1551.7,5853.0,4728.5,2130,30,196,0,0,1,0,1500,0,9.89,1,0,1,8,0
A711909,3,0.18,0.071,96,36,30,0.132,6.16,3870,10387.2,49554.0,39350.4,1099,0,128,1,1,1,0,2000,0,3.67,1,0,1,3,0
A711910,3,0.73,0.655,48,72,30,0.689,-1.0,2249,4509.2,22403.1,19318.2,2241,34,158,0,1,1,0,1000,0,12.44,1,0,1,14,0
A711911,3,0.94,0.921,96,-1,60,2.344,3.72,362,2754.2,10998.2,14297.0,505,21,75,0,0,1,0,2000,0,9.19,1,0,1,8,0
A711912,3,0.42,0.232,12,3,10,0.258,17.4,1915,3503.6,15083.6,13518.2,658,36,82,1,1,1,0,200,0,0.1,1,0,0,31,0
A711913,3,0.85,0.63,6,36,70,0.917,21.3,4202,9856.0,30793.0,28924.9,1816,20,71,1,1,1,1,2000,0,6.37,1,0,0,3,0
A711914,3,0.72,0.47,48,9,70,1.224,13.59,4055,5684.4,29631.7,24352.4,118,12,134,0,1,1,0,200,1,4.92,1,0,0,22,0
A711915,3,0.52,0.015,12,9,40,5.071,13.75,5290,2690.3,8402.8,7077.0,2061,17,94,0,0,1,1,1000,0,3.04,1,0,1,-1,0
A711916,3,0.55,0.385,48,3,30,1.124,-0.7,5059,1855.1,7488.3,8941.1,2047,7,130,1,0,1,1,500,0,6.7,1,0,1,31,0
A711917,3,0.85,0.452,96,-1,10,0.578,-1.0,2426,5421.8,16714.1,20490.7,198,30,263,1,0,1,0,1000,0,1.09,2,0,0,31,0
A711918,3,0.62,0.927,48,120,60,7.671,8.85,2133,3940.8,15621.3,21697.5,1791,39,150,1,0,1,0,1500,0,8.58,1,1,0,31,0
A711919,3,0.27,0.443,6,9,60,2.196,-0.97,4180,4931.8,17729.2,15558.4,1312,7,170,0,0,0,0,2000,0,0.1,1,0,1,22,0
A711920,3,0.68,0.117,6,3,30,0.978,16.25,2330,3005.2,10516.1,8590.4,60,24,130,0,0,1,0,1500,0,11.19,5,0,1,-1,0
A711921,3,0.41,0.953,48,72,70,0.571,11.35,4065,5150.4,21919.5,30094.1,1121,3,147,0,1,1,1,500,0,1.85,1,0,1,31,0
A711922,3,0.23,0.943,6,-1,50,1.19,8.07,4268,6012.1,32020.9,35476.5,1752,10,160,0,1,0,1,200,0,10.56,1,1,1,8,0
A711923,3,0.51,0.441,12,9,50,10.932,5.27,2402,1886.3,9429.3,9554.0,1631,25,126,1,0,1,0,200,0,0.55,1,0,0,8,0
A711924,3,0.79,0.129,96,72,30,4.74,8.28,3992,6850.1,30434.5,28528.1,1329,12,149,1,1,1,1,2000,0,4.24,1,0,1,-1,0
A711925,3,0.61,0.838,12,3,20,1.939,11.64,4962,5672.8,24385.9,19911.3,1304,3,267,0,0,1,1,1500,0,5.32,5,0,0,-1,0
A711926,3,0.04,0.931,12,-1,20,2.619,-1.0,2289,6953.1,23615.2,18356.4,1789,4,224,1,0,1,0,1000,1,10.62,1,0,1,31,0
A711927,3,0.69,0.554,6,72,30,2.46,8.92,2881,3750.4,11427.2,8698.7,1891,9,20,0,0,0,0,1500,0,10.62,1,0,1,8,0
A711928,3,0.17,0.129,12,3,20,3.327,7.54,925,3429.1,12917.9,13479.8,412,39,136,1,1,0,1,1500,0,8.06,1,0,1,22,0
A711929,3,0.44,0.077,96,120,30,3.48,15.13,1755,1969.7,7468.9,8713.4,157,14,243,0,0,1,0,2000,0,5.53,1,0,0,-1,0
A711930,3,0.43,0.872,24,120,30,1.546,7.32,5423,6141.8,33192.8,25959.2,1618,16,112,0,0,1,0,2000,0,6.47,2,0,1,8,0
A711931,3,0.75,0.847,96,-1,50,0.426,17.8,3173,4092.3,21154.3,19176.4,1908,15,92,0,0,1,0,200,0,5.52,3,0,0,8,0
A711932,3,0.74,0.853,96,9,20,4.546,13.94,671,5484.9,27164.2,24644.8,648,31,94,0,0,1,0,500,0,4.63,1,0,0,22,0
A711933,3,0.24,0.943,6,18,30,0.429,18.24,1545,7879.7,31769.6,40995.6,212,17,159,1,0,1,0,500,0,9.53,9,0,0,14,1
A711934,3,0.54,0.009,-1,120,20,10.353,14.85,459,1623.6,8715.1,11102.6,717,7,105,0,1,1,1,500,0,10.29,1,0,1,8,0
A711935,3,0.4,0.182,12,18,20,0.781,1.71,4389,1691.6,7335.5,5349.4,1384,13,87,0,0,1,1,1000,0,3.66,1,0,1,14,0
A711936,3,0.8,0.586,96,9,20,4.13,5.08,2205,2876.4,11738.7,10245.6,627,8,200,0,0,1,0,500,0,5.6,1,0,0,14,0
A711937,3,0.48,0.143,6,-1,10,1.394,14.26,379,8945.7,44594.0,51846.3,1139,29,111,1,0,1,0,200,0,9.43,1,0,1,14,0
A711938,3,0.64,0.19,96,18,20,1.197,-1.0,4113,4700.2,18289.4,14048.3,1038,21,171,1,1,1,0,1500,0,3.94,1,0,1,22,0
A711939,3,0.8,0.142,96,18,30,0.283,9.59,1592,962.5,4374.9,4150.7,1858,19,181,0,1,1,0,2000,0,0.79,1,0,1,3,0
A711940,3,0.46,0.767,6,18,10,7.051,2.56,290,9644.0,36797.5,30934.1,2200,38,176,1,0,1,0,200,0,4.73,5,0,1,8,0
A711941,3,0.7,0.35,-1,72,60,3.653,-1.0,291,4308.2,17529.9,14358.9,467,15,5,1,1,1,0,200,0,5.53,1,0,0,-1,0
A711942,3,0.47,0.623,48,72,20,4.213,24.81,150,8185.8,30914.3,34920.5,2147,3,99,1,1,1,0,500,0,6.19,1,0,0,3,0
A711943,3,0.65,0.052,48,72,70,6.152,3.81,2202,2423.9,7899.3,8033.1,1596,17,95,1,1,1,0,2000,0,3.8,1,0,0,8,0
A711944,3,0.5,0.421,48,72,50,0.35,6.79,4885,1799.8,9302.5,6792.0,396,36,110,1,0,1,0,1000,0,8.97,3,0,0,14,0
A711945,3,0.63,0.224,96,72,20,1.905,6.6,5498,9586.0,41517.0,30097.4,438,15,174,0,1,1,0,200,0,2.98,3,0,0,14,0
A711946,3,0.61,0.267,48,36,40,0.422,35.46,4231,9246.7,50118.4,64051.0,1519,31,156,0,0,1,0,500,0,9.67,3,0,1,8,0
A711947,3,0.88,0.908,24,9,10,4.156,5.92,3123,5355.6,23281.2,27831.8,560,34,178,0,0,1,0,1500,0,3.1,1,0,0,-1,0
A711948,3,0.98,0.141,12,36,30,7.821,7.84,1925,1175.7,5335.1,4309.4,937,4,73,1,0,1,1,1000,1,5.79,1,0,1,31,0
A711949,3,0.58,0.368,12,120,40,1.331,0.15,5368,2101.3,8235.2,8745.6,989,35,286,0,0,1,0,2000,0,6.67,5,0,1,14,0
A711950,3,0.94,0.692,24,-1,30,0.644,-1.0,3581,4123.4,20914.0,16973.7,233,21,126,1,1,1,0,1000,0,0.49,1,0,1,8,0
A711951,3,0.99,0.492,96,72,20,3.022,2.81,3264,9174.5,36252.8,32918.0,145,33,232,1,0,1,0,500,0,2.9,1,0,1,-1,0
A711952,3,0.78,0.599,24,36,30,1.514,-1.0,5261,0.0,0.0,0.0,546,19,77,1,1,1,0,200,0,4.79,1,0,1,14,0
A711953,3,0.27,0.421,6,18,20,1.547,18.95,1636,0.0,0.0,0.0,24,14,159,1,1,1,0,1500,0,5.95,1,0,0,3,0
A711954,3,0.43,0.467,12,-1,10,1.36,-1.0,244,6434.7,32096.2,37700.5,2338,13,149,1,1,1,0,2000,0,2.77,3,0,0,22,0
A711955,3,0.48,0.552,-1,36,40,0.964,2.84,155,10078.7,41875.1,45736.2,287,19,73,1,1,1,1,1000,0,11.43,2,0,1,22,0
A711956,3,0.59,0.599,24,72,30,0.179,-1.0,2458,5903.6,22262.7,27427.4,2099,10,90,1,1,1,0,1000,0,4.6,1,0,0,14,0
A711957,3,0.35,0.951,12,120,40,7.503,3.93,5229,1439.3,6582.9,7683.4,2077,14,235,1,1,1,0,200,0,3.6,1,1,1,31,0
A711958,3,0.32,0.464,96,18,40,0.137,20.75,3285,5111.3,21710.6,27882.0,1053,21,148,1,1,1,1,2000,0,0.1,1,0,0,-1,0
A711959,3,0.55,0.176,96,9,40,2.102,-1.0,3667,5926.1,18403.5,23756.7,611,17,133,0,0,1,0,500,0,7.08,1,0,0,22,0
A711960,3,0.47,0.289,96,120,60,3.747,-1.0,529,3431.2,13430.7,15731.6,81,33,206,1,0,1,0,500,0,3.43,5,0,1,22,0
A711961,3,0.73,0.647,-1,36,40,7.508,29.78,3060,6537.5,31151.3,39400.7,1328,28,37,0,0,0,0,1500,0,8.97,1,0,1,31,0
A711962,3,0.81,0.827,12,9,20,0.985,4.8,3357,4763.4,26118.8,28305.7,1616,5,42,1,0,1,0,200,0,11.79,1,0,1,-1,0
A711963,3,0.85,0.957,24,-1,70,5.228,0.35,3190,1852.2,9209.4,12516.8,1667,33,185,0,0,1,0,2000,0,4.2,1,0,1,31,0
A711964,3,0.62,0.903,96,9,30,4.165,12.41,2957,9040.5,28443.2,33958.3,1860,28,182,1,0,1,0,2000,0,3.83,1,0,0,22,0
A711965,3,0.51,0.395,24,-1,10,0.932,15.59,2911,5968.2,27584.2,21272.4,1551,38,176,0,1,1,1,200,0,15.88,1,0,1,3,0
A711966,3,0.53,0.426,24,120,10,1.54,23.27,1771,8111.4,26907.0,35279.9,1002,31,86,0,1,1,1,1500,0,4.95,1,0,1,22,0
A711967,3,0.01,0.209,96,9,10,0.034,20.15,1492,4915.0,21075.7,25938.8,149,8,124,1,1,1,0,500,0,9.7,2,0,1,14,0
A711968,3,0.53,0.702,6,36,50,1.763,7.47,2818,9765.8,46001.8,64206.5,2173,40,161,1,0,1,0,500,0,2.97,1,0,1,14,0
A711969,3,0.78,0.708,24,120,20,0.301,23.32,4740,1867.9,8458.3,11154.7,1046,4,267,0,1,1,0,1500,0,9.73,1,0,1,22,0
A711970,3,0.95,0.452,6,18,30,1.546,13.01,4544,8303.9,32168.9,35434.5,956,28,117,1,0,1,0,500,0,0.1,1,0,0,22,0
A711971,3,0.54,0.127,96,120,50,1.021,16.22,586,4974.5,22111.8,24800.7,2207,29,137,1,0,0,1,2000,0,8.65,1,0,1,-1,0
A711972,3,0.65,0.378,48,36,20,3.674,6.44,264,4310.0,23256.9,16841.2,136,5,152,0,0,1,0,2000,0,4.32,3,0,1,3,0
A711973,3,0.19,0.156,24,36,60,0.939,10.57,3689,1483.3,6329.5,7787.4,1430,35,127,1,0,1,0,1500,0,5.56,1,0,1,3,0
A711974,3,0.65,0.107,12,3,50,8.739,9.99,544,7645.1,37541.3,26589.2,387,23,116,1,0,1,0,2000,0,6.3,9,0,1,31,0
A711975,3,0.86,0.249,12,9,40,0.581,-0.87,2834,7998.1,35368.1,25988.3,1462,13,168,1,1,1,0,2000,0,11.16,5,0,1,-1,0
A711976,3,0.72,0.428,48,18,40,1.12,12.4,2135,5801.9,31741.0,38330.6,653,16,341,1,1,1,0,2000,0,5.07,1,0,1,31,0
A711977,3,0.5,0.693,24,120,40,1.137,12.65,681,5357.9,29334.0,22019.7,485,20,62,0,1,1,0,1000,0,9.11,1,0,1,22,0
A711978,3,0.61,0.287,-1,9,60,0.055,-1.0,329,10843.3,47575.7,58216.5,1608,28,265,1,0,0,1,1000,0,4.34,1,0,0,8,0
A711979,3,0.74,0.109,48,72,20,1.495,2.5,4347,0.0,0.0,0.0,1827,10,192,1,0,1,1,200,0,5.82,1,0,1,3,0
A711980,3,0.85,0.193,12,3,30,3.97,12.17,2426,509.9,1738.0,1734.0,1142,27,107,0,0,1,1,1500,0,4.95,1,0,1,-1,0
A711981,3,0.64,0.728,96,-1,30,0.714,36.53,5177,4088.6,12291.3,12484.2,1328,13,17,1,1,1,0,1500,0,5.99,1,0,1,22,0
A711982,3,0.5,0.095,48,3,30,7.4,15.94,2577,2234.8,9870.7,13220.8,1145,40,160,1,0,1,0,200,0,7.65,1,0,0,31,0
A711983,3,0.06,0.61,-1,36,30,0.13,14.31,3524,3932.7,18239.3,19023.6,2314,10,166,0,0,1,0,2000,0,3.81,3,0,1,22,0
A711984,3,0.43,0.355,96,18,50,4.401,11.77,1998,0.0,0.0,0.0,379,12,288,0,0,0,1,500,0,0.1,1,0,1,8,0
A711985,3,0.45,0.976,24,72,50,1.037,21.6,1744,4500.4,17205.2,13877.6,1515,29,98,1,0,0,0,1000,0,8.39,9,0,1,-1,0
A711986,3,0.6,0.617,96,36,20,0.354,6.83,3580,0.0,0.0,0.0,741,15,257,0,1,1,0,200,0,4.28,5,0,0,-1,0
A711987,3,0.52,0.002,48,18,50,1.381,21.1,4275,5052.6,18791.2,21326.5,2386,37,216,0,0,1,0,1500,0,5.41,1,0,1,3,0
A711988,3,0.99,0.304,24,18,30,1.451,13.21,922,2102.4,7528.0,8698.3,1328,22,160,1,0,1,1,1500,0,15.88,1,0,1,8,0
A711989,3,0.99,0.636,6,3,30,3.262,23.87,4030,5535.1,29008.3,35451.3,1626,29,269,0,0,1,1,1000,0,2.53,1,0,1,3,0
A711990,3,0.74,0.58,48,36,40,0.518,9.95,5360,1542.4,6782.6,7657.2,26,14,151,0,1,1,0,1000,0,2.78,5,0,0,22,0
A711991,3,0.79,0.408,48,36,60,0.498,-1.0,1209,3947.4,18832.0,14359.2,688,29,118,1,1,1,1,200,0,4.95,1,0,0,3,0
A711992,3,0.58,0.826,96,72,40,0.251,-0.73,2181,3175.2,16195.7,20201.1,224,28,193,1,1,1,0,1000,0,4.99,1,0,0,3,0
A711993,3,0.24,0.535,6,72,10,4.996,15.58,4102,5741.7,30511.6,37584.2,2283,3,103,1,0,1,1,1500,0,3.52,9,0,0,14,0
A711994,3,0.28,0.848,6,18,20,0.341,3.44,2830,2040.9,10639.8,14094.2,312,34,186,0,0,1,0,2000,0,7.62,1,0,0,14,0
A711995,3,0.75,0.254,24,120,20,1.407,16.33,1277,725.5,2615.2,3636.1,552,31,107,0,0,1,0,500,0,7.53,1,0,1,14,0
A711996,3,0.54,0.997,12,120,40,0.512,10.64,2055,6466.0,33371.5,28422.7,1913,31,90,1,0,1,0,200,0,4.06,3,0,1,3,0
A711997,3,0.34,0.863,6,9,40,0.228,6.09,363,4017.4,12061.4,9390.0,59,27,145,0,1,1,1,1500,0,6.93,1,0,1,14,0
A711998,3,0.73,0.767,6,120,10,6.24,1.34,140,220.7,970.6,1317.0,1809,4,92,0,1,0,0,1500,1,4.98,1,0,1,3,0
A711999,3,0.95,0.548,24,-1,30,2.975,31.16,1453,0.0,0.0,0.0,1417,37,159,1,0,1,0,1500,0,7.86,1,0,1,14,0
A712000,4,0.47,0.465,48,18,20,5.127,24.45,2113,6285.5,19464.9,26573.6,1203,9,122,1,1,1,0,2000,0,6.09,1,0,1,8,0
A712001,4,0.46,0.837,24,-1,30,1.231,12.44,3261,3254.2,16903.3,20377.8,1549,16,145,1,0,1,0,2000,0,4.9,1,2,1,22,0
A712002,4,0.66,0.979,-1,120,20,1.556,-1.0,766,2790.8,14761.3,11296.3,1128,25,108,1,1,1,1,1000,0,6.43,2,0,1,31,0
A712003,4,0.78,0.562,96,36,70,5.659,16.25,4737,2976.6,13343.1,17895.8,1936,40,216,1,1,1,0,1000,0,2.28,1,0,1,3,0
A712004,4,0.68,0.749,48,72,40,3.136,-1.0,1313,2660.9,9754.1,12529.2,884,0,240,0,1,1,0,1500,0,9.27,1,0,1,8,0
A712005,4,0.45,0.98,6,36,50,0.403,21.55,4132,5312.9,25673.1,18568.3,598,14,187,0,1,1,0,500,0,3.81,3,0,1,31,0
A712006,4,0.59,0.544,-1,36,20,0.061,21.36,3585,7573.7,25853.8,27822.8,442,10,69,1,1,1,0,200,0,3.71,1,0,0,22,0
A712007,4,0.87,0.902,6,120,30,2.307,23.33,1150,9470.6,31875.4,26038.3,624,19,357,1,1,1,0,1500,0,6.03,1,0,0,22,0
A712008,4,0.69,0.663,48,72,70,1.154,33.19,3257,10743.6,56255.1,43967.1,1546,12,145,1,1,1,0,1000,0,4.18,1,0,0,3,0
A712009,4,0.54,0.349,48,-1,20,1.109,10.84,3274,3443.9,14173.3,10989.8,1002,2,164,1,1,1,0,1000,0,13.68,1,1,0,8,0
A712010,4,0.46,0.797,96,-1,30,3.108,-1.0,2650,6835.6,29290.2,28716.9,1040,40,37,0,1,0,0,1000,0,4.25,1,0,1,-1,0
A712011,4,0.85,0.356,-1,-1,10,4.449,-0.03,867,5611.0,22656.4,27337.6,1264,22,94,1,0,1,0,2000,0,7.26,5,0,0,3,0
A712012,4,0.61,0.999,6,18,20,6.283,21.52,2876,2610.7,11115.9,7790.3,2016,12,70,1,1,1,0,2000,0,2.38,2,0,1,-1,0
A712013,4,0.88,0.915,12,9,30,8.993,4.83,5342,2883.5,10540.8,13226.1,274,0,65,1,1,1,1,200,0,7.33,3,2,0,14,0
A712014,4,0.54,0.129,6,9,20,3.993,14.84,5159,2976.1,15326.1,17053.5,539,35,183,1,1,0,1,2000,0,9.85,1,0,1,-1,0
A712015,4,0.26,0.397,48,18,10,1.06,-1.0,3044,4129.4,19702.6,21680.0,1292,2,194,1,1,1,0,1000,0,4.38,1,0,0,-1,0
A712016,4,0.18,0.268,6,3,30,7.64,3.38,1556,2423.4,9006.8,10935.4,1570,26,213,1,0,1,0,200,0,4.17,1,0,1,3,0
A712017,4,0.05,0.472,6,18,30,3.207,6.93,302,5432.5,23338.6,16582.7,1486,8,129,1,1,1,0,500,0,10.22,1,0,0,3,0
A712018,4,0.6,0.077,48,3,30,2.917,28.51,5256,5625.3,23100.8,30345.8,575,34,152,1,1,0,1,1500,0,5.24,1,0,1,-1,0
A712019,4,0.65,0.51,24,120,70,0.43,-1.0,3903,5319.0,18877.4,22295.7,1135,24,226,0,0,1,0,2000,0,4.89,1,0,1,3,0
A712020,4,0.36,0.906,6,9,60,1.713,9.58,928,4702.8,16213.1,15202.2,684,22,143,1,0,1,0,1000,0,9.19,1,0,1,14,0
A712021,4,0.62,0.663,12,3,40,0.093,0.62,671,7339.4,28950.1,26468.4,243,14,137,0,0,1,1,1000,0,9.67,1,1,1,14,0
A712022,4,0.99,0.992,96,3,60,0.21,25.94,4024,2619.1,8803.5,12232.3,1248,34,149,0,0,1,0,500,0,1.3,1,0,1,31,0
A712023,4,0.74,0.699,6,18,30,2.589,-1.0,2228,6031.1,24218.6,21133.0,2231,3,96,0,1,1,0,1500,0,8.86,1,0,0,3,0
A712024,4,0.38,0.992,12,120,30,1.937,7.71,1040,5926.6,22043.8,24273.0,1731,24,66,1,1,1,0,1000,0,0.79,1,0,0,-1,0
A712025,4,0.62,0.7,-1,120,40,2.07,5.62,631,2622.0,10265.7,10681.9,1895,40,199,0,0,0,0,1000,0,2.65,1,0,1,8,0
A712026,4,0.75,0.828,48,36,40,4.449,7.92,2636,7216.4,35567.6,34268.4,5,15,151,1,0,1,1,500,0,2.2,1,0,0,31,0
